Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
428	4.2700	4.121934	-392.088928	999.519104	60.118713	-385.804596	1003.360901	-19.765383	-367.637238	955.427246	33.888233	-361.646515	959.235962	30.734264	-294.482483	860.315125	268.381073	-462.573334	1175.106812	268.858978	-486.627838	1149.482300	247.211884	-410.647919	1190.626587	248.469009	-496.856720	1102.940674	228.781128	-418.769653	1144.712158
429	4.2800	4.121496	-392.091248	999.519409	60.118263	-385.807190	1003.361389	-19.765692	-367.639099	955.427734	33.887924	-361.648590	959.236450	30.734276	-294.483673	860.316345	268.886627	-462.800323	1174.987427	269.284546	-486.863892	1149.372803	247.817627	-410.838623	1190.517212	248.799057	-497.083710	1102.870972	229.294037	-418.946869	1144.647339
430	4.2900	4.121062	-392.093445	999.519714	60.117817	-385.809692	1003.361877	-19.766003	-367.640900	955.428162	33.887615	-361.650604	959.236877	30.734285	-294.484863	860.317566	269.394470	-463.020721	1174.867065	269.714417	-487.092834	1149.261963	248.422287	-411.023621	1190.407715	249.134705	-497.303925	1102.799683	229.806534	-419.120972	1144.582031
431	4.3000	4.120633	-392.095551	999.520020	60.117378	-385.812042	1003.362366	-19.766312	-367.642609	955.428650	33.887310	-361.652527	959.237366	30.734293	-294.485992	860.318787	269.904541	-463.234497	1174.745850	270.148529	-487.314606	1149.150024	249.025681	-411.202850	1190.298218	249.475952	-497.517303	1102.726929	230.318481	-419.291809	1144.516479
432	4.3100	4.120209	-392.097534	999.520325	60.116951	-385.814301	1003.362854	-19.766623	-367.644226	955.429077	33.887001	-361.654327	959.237793	30.734297	-294.487061	860.319946	270.416687	-463.441528	1174.624023	270.586761	-487.529114	1149.037109	249.627686	-411.376221	1190.188843	249.822723	-497.723785	1102.652710	230.829727	-419.459381	1144.450806
433	4.3200	4.119790	-392.099426	999.520630	60.116531	-385.816406	1003.363342	-19.766933	-367.645782	955.429565	33.886692	-361.656067	959.238281	30.734301	-294.488098	860.321045	270.930786	-463.641846	1174.501953	271.029022	-487.736328	1148.923462	250.228134	-411.543732	1190.080078	250.174988	-497.923340	1102.577393	231.340103	-419.623657	1144.385132
434	4.3300	4.119375	-392.101196	999.520996	60.116119	-385.818420	1003.363831	-19.767244	-367.647247	955.429993	33.886387	-361.657715	959.238708	30.734301	-294.489075	860.322205	271.446655	-463.835449	1174.379517	271.475189	-487.936310	1148.809082	250.826843	-411.705475	1189.971802	250.532654	-498.115936	1102.500977	231.849457	-419.784637	1144.319702
435	4.3400	4.118965	-392.102844	999.521301	60.115719	-385.820282	1003.364319	-19.767555	-367.648621	955.430481	33.886082	-361.659302	959.239136	30.734299	-294.490021	860.323242	271.964172	-464.022369	1174.257080	271.925140	-488.129059	1148.694336	251.423615	-411.861481	1189.864502	250.895615	-498.301636	1102.423462	232.357620	-419.942322	1144.254517
436	4.3500	4.118560	-392.104401	999.521667	60.115326	-385.822021	1003.364807	-19.767866	-367.649933	955.430908	33.885773	-361.660767	959.239624	30.734293	-294.490906	860.324341	272.483124	-464.202728	1174.134644	272.378693	-488.314667	1148.579224	252.018250	-412.011932	1189.758179	251.263763	-498.480499	1102.345215	232.864410	-420.096741	1144.189819
437	4.3600	4.118159	-392.105835	999.522034	60.114941	-385.823669	1003.365295	-19.768177	-367.651184	955.431335	33.885468	-361.662140	959.240051	30.734285	-294.491760	860.325378	273.003265	-464.376617	1174.012573	272.835663	-488.493225	1148.463867	252.610535	-412.156952	1189.653076	251.636948	-498.652557	1102.266113	233.369629	-420.247955	1144.125610
438	4.3700	4.117764	-392.107178	999.522400	60.114563	-385.825165	1003.365845	-19.768490	-367.652313	955.431824	33.885159	-361.663452	959.240479	30.734276	-294.492554	860.326355	273.524445	-464.544189	1173.890869	273.295868	-488.664856	1148.348511	253.200256	-412.296783	1189.549316	252.015015	-498.817932	1102.186279	233.873093	-420.395996	1144.062134
439	4.3800	4.117373	-392.108398	999.522827	60.114193	-385.826538	1003.366333	-19.768803	-367.653381	955.432251	33.884853	-361.664642	959.240906	30.734264	-294.493317	860.327332	274.046387	-464.705627	1173.769775	273.759064	-488.829742	1148.233154	253.787140	-412.431671	1189.447266	252.397751	-498.976715	1102.105957	234.374573	-420.540985	1143.999634
440	4.3900	4.116986	-392.109497	999.523193	60.113834	-385.827789	1003.366821	-19.769115	-367.654388	955.432678	33.884548	-361.665771	959.241394	30.734249	-294.494019	860.328247	274.568817	-464.861145	1173.649292	274.225006	-488.988068	1148.117920	254.370941	-412.561859	1189.346924	252.784988	-499.129059	1102.025024	234.873886	-420.683014	1143.937988
441	4.4000	4.116604	-392.110504	999.523621	60.113480	-385.828949	1003.367371	-19.769428	-367.655304	955.433167	33.884243	-361.666809	959.241821	30.734230	-294.494690	860.329163	275.091461	-465.010925	1173.529663	274.693420	-489.140045	1148.002930	254.951385	-412.687683	1189.248535	253.176468	-499.275146	1101.943481	235.370804	-420.822144	1143.877319
442	4.4100	4.116226	-392.111389	999.523987	60.113136	-385.829956	1003.367859	-19.769741	-367.656128	955.433594	33.883934	-361.667755	959.242249	30.734209	-294.495300	860.330078	275.614075	-465.155273	1173.411011	275.164063	-489.285858	1147.888184	255.528198	-412.809448	1189.152222	253.571945	-499.415131	1101.861694	235.865097	-420.958557	1143.817993
443	4.4200	4.115853	-392.112152	999.524414	60.112801	-385.830841	1003.368347	-19.770056	-367.656891	955.434021	33.883629	-361.668610	959.242676	30.734186	-294.495880	860.330933	276.136292	-465.294434	1173.293457	275.636566	-489.425812	1147.773926	256.101074	-412.927521	1189.058105	253.971146	-499.549225	1101.779419	236.356522	-421.092316	1143.759766
444	4.4300	4.115485	-392.112823	999.524902	60.112473	-385.831604	1003.368896	-19.770372	-367.657593	955.434448	33.883320	-361.669373	959.243103	30.734158	-294.496399	860.331787	276.657837	-465.428711	1173.177002	276.110657	-489.560181	1147.660278	256.669678	-413.042267	1188.966431	254.373764	-499.677582	1101.696899	236.844864	-421.223572	1143.703003
445	4.4400	4.115120	-392.113373	999.525330	60.112152	-385.832245	1003.369385	-19.770687	-367.658173	955.434875	33.883015	-361.670074	959.243530	30.734127	-294.496857	860.332581	277.178345	-465.558411	1173.061890	276.585968	-489.689209	1147.547119	257.233704	-413.154083	1188.877319	254.779510	-499.800507	1101.614136	237.329865	-421.352478	1143.647827
446	4.4500	4.114759	-392.113831	999.525757	60.111843	-385.832764	1003.369934	-19.771004	-367.658691	955.435303	33.882706	-361.670654	959.243958	30.734093	-294.497314	860.333313	277.697479	-465.683838	1172.948242	277.062134	-489.813202	1147.434814	257.792816	-413.263367	1188.790894	255.188034	-499.918182	1101.531250	237.811264	-421.479218	1143.594116
447	4.4600	4.114403	-392.114166	999.526245	60.111538	-385.833160	1003.370422	-19.771322	-367.659149	955.435791	33.882397	-361.671173	959.244385	30.734056	-294.497681	860.334106	278.214844	-465.805298	1172.836060	277.538818	-489.932495	1147.323120	258.346710	-413.370514	1188.707397	255.598984	-500.030884	1101.448120	238.288834	-421.603912	1143.541992
448	4.4700	4.114050	-392.114380	999.526733	60.111240	-385.833435	1003.370972	-19.771641	-367.659515	955.436218	33.882088	-361.671600	959.244812	30.734015	-294.498016	860.334839	278.730103	-465.923187	1172.725464	278.015594	-490.047363	1147.212402	258.894989	-413.475952	1188.626831	256.011993	-500.138824	1101.364868	238.762299	-421.726685	1143.491699
449	4.4800	4.113701	-392.114502	999.527161	60.110950	-385.833588	1003.371521	-19.771961	-367.659821	955.436646	33.881779	-361.671936	959.245239	30.733969	-294.498322	860.335510	279.242828	-466.037811	1172.616699	278.492096	-490.158203	1147.102539	259.437317	-413.580078	1188.549438	256.426666	-500.242340	1101.281616	239.231415	-421.847778	1143.443237
450	4.4900	4.113356	-392.114532	999.527649	60.110668	-385.833649	1003.372009	-19.772284	-367.660034	955.437073	33.881470	-361.672180	959.245605	30.733921	-294.498566	860.336182	279.752686	-466.149536	1172.509766	278.967865	-490.265289	1146.993774	259.973389	-413.683350	1188.475220	256.842651	-500.341644	1101.198364	239.695908	-421.967316	1143.396606
451	4.5000	4.113014	-392.114441	999.528198	60.110390	-385.833557	1003.372559	-19.772608	-367.660156	955.437500	33.881157	-361.672333	959.246033	30.733868	-294.498749	860.336792	280.259247	-466.258698	1172.404785	279.442505	-490.368988	1146.885986	260.502777	-413.786102	1188.404297	257.259491	-500.437042	1101.115112	240.155533	-422.085449	1143.351929
452	4.5100	4.112675	-392.114227	999.528687	60.110123	-385.833344	1003.373108	-19.772932	-367.660217	955.437927	33.880844	-361.672424	959.246460	30.733810	-294.498901	860.337402	280.762115	-466.365631	1172.301758	279.915619	-490.469604	1146.779419	261.025177	-413.888824	1188.336914	257.676788	-500.528809	1101.032104	240.610016	-422.202362	1143.309326
453	4.5200	4.112339	-392.113922	999.529175	60.109859	-385.833038	1003.373657	-19.773258	-367.660217	955.438354	33.880531	-361.672424	959.246887	30.733749	-294.499023	860.338013	281.260895	-466.470703	1172.200806	280.386688	-490.567505	1146.674194	261.540253	-413.991852	1188.272949	258.094116	-500.617218	1100.949097	241.059097	-422.318176	1143.268677
454	4.5300	4.112007	-392.113495	999.529724	60.109604	-385.832581	1003.374146	-19.773586	-367.660126	955.438782	33.880215	-361.672333	959.247253	30.733685	-294.499084	860.338562	281.755157	-466.574219	1172.102173	280.855377	-490.662994	1146.570190	262.047638	-414.095581	1188.212769	258.511047	-500.702576	1100.866455	241.502548	-422.433105	1143.230225
455	4.5400	4.111677	-392.112976	999.530273	60.109352	-385.832031	1003.374695	-19.773916	-367.659943	955.439209	33.879898	-361.672150	959.247681	30.733616	-294.499115	860.339111	282.244537	-466.676514	1172.005737	281.321136	-490.756439	1146.467651	262.546967	-414.200409	1188.156128	258.927155	-500.785126	1100.784058	241.940079	-422.547272	1143.193970
456	4.5500	4.111350	-392.112366	999.530823	60.109108	-385.831329	1003.375244	-19.774250	-367.659729	955.439575	33.879578	-361.671875	959.248108	30.733540	-294.499084	860.339600	282.728607	-466.777924	1171.911621	281.783630	-490.848083	1146.366455	263.037964	-414.306610	1188.103394	259.341919	-500.865173	1100.702026	242.371475	-422.660797	1143.159790
457	4.5600	4.111024	-392.111633	999.531372	60.108871	-385.830536	1003.375793	-19.774584	-367.659393	955.440002	33.879257	-361.671539	959.248474	30.733461	-294.499023	860.340088	283.207001	-466.878723	1171.820068	282.242310	-490.938324	1146.266846	263.520264	-414.414581	1188.054565	259.754974	-500.942963	1100.620483	242.796463	-422.773865	1143.127930
458	4.5700	4.110701	-392.110809	999.531921	60.108639	-385.829651	1003.376343	-19.774921	-367.659027	955.440430	33.878933	-361.671112	959.248901	30.733377	-294.498901	860.340515	283.679260	-466.979218	1171.730835	282.696808	-491.027374	1146.168945	263.993591	-414.524567	1188.009521	260.165833	-501.018799	1100.539307	243.214813	-422.886566	1143.098267
459	4.5800	4.110380	-392.109863	999.532471	60.108410	-385.828613	1003.376892	-19.775261	-367.658539	955.440857	33.878609	-361.670593	959.249268	30.733288	-294.498749	860.340942	284.145050	-467.079681	1171.644287	283.146637	-491.115570	1146.072632	264.457611	-414.636871	1187.968506	260.574036	-501.092926	1100.458740	243.626282	-422.999023	1143.070801
460	4.5900	4.110060	-392.108826	999.533081	60.108185	-385.827484	1003.377441	-19.775604	-367.658020	955.441284	33.878281	-361.670013	959.249695	30.733192	-294.498535	860.341309	284.603973	-467.180359	1171.560303	283.591400	-491.203156	1145.978027	264.912018	-414.751740	1187.931396	260.979156	-501.165558	1100.378906	244.030670	-423.111359	1143.045776
461	4.6000	4.109742	-392.107697	999.533691	60.107967	-385.826202	1003.377991	-19.775951	-367.657410	955.441650	33.877949	-361.669342	959.250061	30.733093	-294.498291	860.341675	285.055664	-467.281494	1171.479004	284.030609	-491.290375	1145.885376	265.356567	-414.869324	1187.898315	261.380707	-501.236969	1100.299683	244.427719	-423.223663	1143.022827
462	4.6100	4.109425	-392.106445	999.534241	60.107754	-385.824829	1003.378540	-19.776300	-367.656738	955.442078	33.877613	-361.668579	959.250488	30.732988	-294.498016	860.342041	285.499756	-467.383270	1171.400513	284.463867	-491.377472	1145.794434	265.790955	-414.989899	1187.869141	261.778290	-501.307373	1100.221191	244.817245	-423.336029	1143.002319
463	4.6200	4.109108	-392.105103	999.534851	60.107544	-385.823364	1003.379150	-19.776653	-367.655975	955.442505	33.877277	-361.667755	959.250854	30.732876	-294.497681	860.342346	285.935852	-467.485901	1171.324707	284.890778	-491.464661	1145.705566	266.214966	-415.113495	1187.843994	262.171417	-501.376984	1100.143677	245.199020	-423.448517	1142.984009
464	4.6300	4.108792	-392.103668	999.535461	60.107338	-385.821777	1003.379700	-19.777010	-367.655151	955.442932	33.876934	-361.666840	959.251282	30.732759	-294.497314	860.342651	286.363647	-467.589508	1171.251709	285.310913	-491.552124	1145.618652	266.628326	-415.240295	1187.822876	262.559692	-501.445984	1100.067139	245.572861	-423.561188	1142.967896
465	4.6400	4.108476	-392.102112	999.536133	60.107132	-385.820068	1003.380249	-19.777370	-367.654266	955.443298	33.876591	-361.665833	959.251648	30.732635	-294.496887	860.342957	286.782806	-467.694244	1171.181519	285.723846	-491.640015	1145.533936	267.030823	-415.370331	1187.805786	262.942657	-501.514557	1099.991577	245.938583	-423.674072	1142.954102
466	4.6500	4.108160	-392.100494	999.536743	60.106934	-385.818237	1003.380859	-19.777735	-367.653320	955.443726	33.876240	-361.664764	959.252014	30.732506	-294.496429	860.343201	287.193024	-467.800201	1171.114258	286.129242	-491.728455	1145.451172	267.422241	-415.503632	1187.792480	263.319916	-501.582855	1099.917114	246.295990	-423.787201	1142.942505
467	4.6600	4.107844	-392.098755	999.537354	60.106735	-385.816315	1003.381409	-19.778103	-367.652283	955.444092	33.875889	-361.663605	959.252441	30.732370	-294.495941	860.343384	287.593964	-467.907440	1171.049927	286.526733	-491.817596	1145.370728	267.802429	-415.640137	1187.783081	263.691040	-501.651031	1099.843872	246.644943	-423.900604	1142.933105
468	4.6700	4.107527	-392.096924	999.538025	60.106541	-385.814301	1003.381958	-19.778477	-367.651184	955.444519	33.875530	-361.662384	959.252808	30.732227	-294.495392	860.343567	287.985382	-468.015991	1170.988525	286.915924	-491.907471	1145.292603	268.171173	-415.779816	1187.777344	264.055695	-501.719208	1099.771973	246.985260	-424.014221	1142.925781
469	4.6800	4.107209	-392.095001	999.538696	60.106346	-385.812164	1003.382568	-19.778856	-367.650024	955.444946	33.875168	-361.661072	959.253174	30.732079	-294.494812	860.343750	288.366974	-468.125916	1170.929932	287.296509	-491.998138	1145.216675	268.528351	-415.922577	1187.775513	264.413452	-501.787445	1099.701416	247.316833	-424.128082	1142.920532
470	4.6900	4.106889	-392.092987	999.539368	60.106155	-385.809906	1003.383118	-19.779240	-367.648773	955.445313	33.874802	-361.659698	959.253601	30.731922	-294.494202	860.343933	288.738525	-468.237152	1170.874390	287.668182	-492.089661	1145.143066	268.873840	-416.068237	1187.777100	264.764008	-501.855865	1099.632324	247.639496	-424.242126	1142.917358
471	4.7000	4.106568	-392.090851	999.540039	60.105965	-385.807556	1003.383728	-19.779629	-367.647491	955.445740	33.874428	-361.658234	959.253967	30.731758	-294.493561	860.344055	289.099823	-468.349640	1170.821655	288.030640	-492.182007	1145.071899	269.207550	-416.216583	1187.782227	265.106964	-501.924500	1099.564697	247.953171	-424.356293	1142.916016
472	4.7100	4.106245	-392.088654	999.540710	60.105774	-385.805115	1003.384277	-19.780024	-367.646118	955.446106	33.874050	-361.656708	959.254333	30.731588	-294.492859	860.344116	289.450684	-468.463287	1170.771851	288.383636	-492.275177	1145.003052	269.529388	-416.367462	1187.790771	265.442047	-501.993378	1099.498779	248.257736	-424.470520	1142.916626
473	4.7200	4.105919	-392.086365	999.541382	60.105583	-385.802551	1003.384888	-19.780424	-367.644684	955.446533	33.873665	-361.655121	959.254761	30.731409	-294.492096	860.344238	289.790894	-468.578033	1170.724854	288.726898	-492.369080	1144.936646	269.839355	-416.520538	1187.802490	265.768951	-502.062531	1099.434448	248.553116	-424.584717	1142.919067
474	4.7300	4.105590	-392.083984	999.542114	60.105396	-385.799896	1003.385498	-19.780830	-367.643188	955.446899	33.873276	-361.653442	959.255127	30.731224	-294.491333	860.344299	290.120331	-468.693726	1170.680664	289.060211	-492.463654	1144.872803	270.137360	-416.675537	1187.817139	266.087433	-502.131927	1099.371826	248.839233	-424.698792	1142.923218
475	4.7400	4.105258	-392.081482	999.542786	60.105206	-385.797119	1003.386108	-19.781244	-367.641632	955.447266	33.872879	-361.651703	959.255493	30.731030	-294.490509	860.344299	290.438873	-468.810181	1170.639282	289.383423	-492.558807	1144.811279	270.423492	-416.832153	1187.834717	266.397186	-502.201599	1099.311035	249.116043	-424.812622	1142.928955
476	4.7500	4.104922	-392.078918	999.543518	60.105015	-385.794281	1003.386658	-19.781664	-367.640015	955.447693	33.872475	-361.649872	959.255920	30.730827	-294.489655	860.344299	290.746429	-468.927216	1170.600586	289.696350	-492.654388	1144.752075	270.697754	-416.989990	1187.854858	266.698029	-502.271454	1099.251953	249.383514	-424.926086	1142.936157
477	4.7600	4.104583	-392.076294	999.544250	60.104820	-385.791321	1003.387268	-19.782091	-367.638306	955.448059	33.872066	-361.647980	959.256287	30.730616	-294.488770	860.344299	291.042938	-469.044647	1170.564453	289.998840	-492.750275	1144.695435	270.960205	-417.148682	1187.877563	266.989777	-502.341461	1099.194824	249.641617	-425.039063	1142.944824
